tokens,pos_tags
David you know the president does n't he run the risk of looking like the little rich kid who is not winning the game so he says it 's my ball /.,NNP PRP VBP DT NNP VBZ RB PRP VB DT NN IN VBG IN DT JJ JJ NN WP VBZ RB VBG DT NN CC PRP VBZ PRP VBZ PRP$ NN .
Welcome all /.,UH DT .
Congresswoman - elect thank you for coming on here on Hardball right away /.,NN HYPH NN VBP PRP IN VBG IN RB IN NNP RB RB .
but it adds every business is asking the question how do we balance the genuine desire to provide the best benefits while remaining competitive in the global economy /?,CC PRP VBZ DT NN VBZ VBG DT NN WRB VBP PRP VB DT JJ NN TO VB DT JJS NNS IN VBG JJ IN DT JJ NN .
and they are really starting to fight back /.,CC PRP VBP RB VBG TO VB RP .
Elisabeth /?,NNP .
Yeah we established a democracy /.,UH PRP VBD DT NN .
That 's extraordinary in Iraq 's history where they 've always settled their differences by violence not by politics /.,DT VBZ JJ IN NNP POS NN WRB PRP VBP RB VBN PRP$ NNS IN NN RB IN NNS .
Uh-huh .,UH .
but he does n't have a lot of goodwill up there /.,CC PRP VBZ RB VB DT NN IN NN RB RB .
Some people think that the administration has gone too far in some of the counterterrorism measures they 've taken And that some of the things that we are revealing are creating a debate that could not have happened before /.,DT NNS VBP IN DT NN VBZ VBN RB RB IN DT IN DT NN NNS PRP VBP VBN CC IN DT IN DT NNS WDT PRP VBP VBG VBP VBG DT NN WDT MD RB VB VBN RB .
And you do n't think that God would want you to have your son continue in the condition he 's in now /?,CC PRP VBP RB VB IN NNP MD VB PRP TO VB PRP$ NN VB IN DT NN PRP VBZ IN RB .
The answer to that is going to be exactly what you just said Dan /.,DT NN IN DT VBZ VBG TO VB RB WP PRP RB VBD NNP .
It 's improved /.,PRP VBZ VBN .
uh we have uh a sizable and a large uh size community a Christian community /.,UH PRP VBP UH DT JJ CC DT JJ UH NN NN DT JJ NN .
He said all we need to do was open stores up and offer goods at low prices /.,PRP VBD DT PRP VBP TO VB VBD VB NNS RP CC VB NNS IN JJ NNS .
They are grateful because we are feeding and helping to train these people to take over the responsibility for their government /.,PRP VBP JJ IN PRP VBP VBG CC VBG TO VB DT NNS TO VB RP DT NN IN PRP$ NN .
Right /.,UH .
It was a huge fear of mine that it would n't work and that I 'd have to be a pin cushion and try this one /.,PRP VBD DT JJ NN IN NN IN PRP MD RB VB CC IN PRP MD VB TO VB DT NN NN CC VB DT NN .
Uh well uh Wolf they are fine - tuning on the issue of uh the extent of the authority of the federal state and what are the role of the center as opposed to the regions /.,UH UH UH NNP PRP VBP RB HYPH VBG IN DT NN IN UH DT NN IN DT NN IN DT JJ NN CC WP VBP DT NN IN DT NN IN VBN IN DT NNS .
It reminds me of a piece that I did back in the Carter administration where I wrote that Billy Carter the President 's brother was overheard talking many times with the Libyan Embassy /.,PRP VBZ PRP IN DT NN WDT PRP VBD RB IN DT NNP NN WRB PRP VBD IN NNP NNP DT NNP POS NN VBD VBN VBG JJ NNS IN DT JJ NN .
We would be greeted as liberators /.,PRP MD VB VBN IN NNS .
Condoleezza Rice who Mister Bush regards highly /.,NNP NNP WP NNP NNP VBZ RB .
The web site the Smoking Gun obtained the items Cheney requires and required is underlined for his quote downtime /.,DT NN NN DT NNP NNP VBD DT NNS NNP VBZ CC VBN VBZ VBN IN PRP$ UH NN .
Um it 's amazing how tricky we can be /.,UH PRP VBZ JJ WRB JJ PRP MD VB .
What 's your question /?,WP VBZ PRP$ NN .
I got a little cottage over there /.,PRP VBP DT JJ NN RB RB .
Once she disappeared from her family Kach says Hose locked her in a bedroom leaving her a bucket to use for a toilet and giving her peanut butter sandwiches and bottled water /.,IN PRP VBD IN PRP$ NN NNP VBZ NNP VBD PRP IN DT NN VBG PRP DT NN TO VB IN DT NN CC VBG PRP NN NN NNS CC JJ NN .
I do n't know if Eli Lilly does that /.,PRP VBP RB VB IN NNP NNP VBZ DT .
Pakistan 's mountain people are braced for another terrible test /.,NNP POS NN NNS VBP JJ IN DT JJ NN .
Now their families are suing a Minnesota county where he was charged with a different crime /.,RB PRP$ NNS VBP VBG DT NNP NN WRB PRP VBD VBN IN DT JJ NN .
Before we talk to the New Orleans police let me say we are getting late breaking word from the attorney uh for the man on that tape now saying his client was not even drinking that night /.,IN PRP VBP IN DT NNP NNP NN VB PRP VB PRP VBP VBG RB VBG NN IN DT NN UH IN DT NN IN DT NN RB VBG PRP$ NN VBD RB RB VBG DT NN .
A bodyguard of Iraq deputy prime minister Ahmed Chalabi was killed today /.,DT NN IN NNP JJ JJ NN NNP NNP VBD VBN NN .
And coming next freedom of the press versus national security /.,CC VBG RB NN IN DT NN IN JJ NN .
Abdul Rahman says he became a Christian fifteen years ago and was living in Germany before going back to Afghanistan in two thousand two in part to try and get custody of his two daughters /.,NNP NNP VBZ PRP VBD DT JJ CD NNS RB CC VBD VBG IN NNP IN VBG RB IN NNP IN CD CD CD IN NN TO VB CC VB NN IN PRP$ CD NNS .
Do n't go away /.,VB RB VB RB .
It is only what he thinks .,PRP VBZ RB WP PRP VBZ .
Why not /?,WRB RB .
one in particular /.,CD IN JJ .
and then horrendous things happened to little kids /.,CC RB JJ NNS VBD IN JJ NNS .
Historically speaking yes /.,RB VBG UH .
Really sad /.,RB JJ .
The argument is that law enforcement authorities transportation security authorities they 're spinning a lot of wheels wasting a lot of time examining grandmothers and babies and making people take off their shoes when they should be focusing in on real threats as opposed to potential random threats out there /.,DT NN VBZ IN NN NN NNS NN NN NNS PRP VBP VBG DT NN IN NNS VBG DT NN IN NN VBG NNS CC NNS CC VBG NNS VB RP PRP$ NNS WRB PRP MD VB VBG RP IN JJ NNS IN VBN TO JJ JJ NNS RB RB .
Thanks Wolf /.,NNS NNP .
The strategy really is pretty simple /.,DT NN RB VBZ RB JJ .
I think that 's been a fundamentally sound decision /.,PRP VBP DT VBZ VBN DT RB JJ NN .
And I think we need to do it soon /.,CC PRP VBP PRP VBP TO VB PRP RB .
Madame Secretary as always we thank you for sharing your views /.,NNP NNP IN RB PRP VBP PRP IN VBG PRP$ NNS .
Because now I 'm this evil person who you know did all this /.,IN RB PRP VBP DT JJ NN WP PRP VBP VBD PDT DT .
uh We 're in the process of beefing up border security anyway through our appropriations process Whether or not we 're able to achieve a comprehensive immigration settlement /.,UH PRP VBP IN DT NN IN VBG RP NN NN RB IN PRP$ NNS NN IN CC RB PRP VBP JJ TO VB DT JJ NN NN .
That would help a lot /.,DT MD VB DT NN .
and if it does not have an effect on the Iranians we need to move to the next phase /.,CC IN PRP VBZ RB VB DT NN IN DT NNPS PRP VBP TO VB IN DT JJ NN .
And frankly I did n't get a sense of urgency at that point because I had no idea of his age and thought he was just a student at the school /.,CC RB PRP VBD RB VB DT NN IN NN IN DT NN IN PRP VBD DT NN IN PRP$ NN CC VBD PRP VBD RB DT NN IN DT NN .
I 'm scared that we agree /.,PRP VBP JJ IN PRP VBP .
"I want to talk a little bit more now on why not why in this case because frankly we do n't know that and we do n't want to speculate , That 's unknowable but why in so many other cases because even though it is too soon to tell whether this one fits a pattern there is a pattern and we have seen it time and time again /.","PRP VBP TO VB DT JJ NN RBR RB IN WRB RB WRB IN DT NN IN RB PRP VBP RB VB DT CC PRP VBP RB VB TO VB , DT VBZ JJ CC WRB IN RB JJ JJ NNS IN RB IN PRP VBZ RB RB TO VB IN DT NN VBZ DT NN EX VBZ DT NN CC PRP VBP VBN PRP NN CC NN RB ."
Also ahead in Rwanda a country rocked by genocide ten years ago let 's see how it 's affecting the animals still to this day /.,RB RB IN NNP DT NN VBN IN NN CD NNS RB VB PRP VB WRB PRP VBZ VBG DT NNS RB IN DT NN .
Uh the Amity program uh in several prisons Phoenix program in several prisons /.,UH DT NNP NN UH IN JJ NNS NNP NN IN JJ NNS .
now we 're at war /.,RB PRP VBP IN NN .
um and his head was um against cement /.,UH CC PRP$ NN VBD UH IN NN .
Students tonight saying he was very well - liked very approachable the kind of teacher who would actually give you lunch money if you forgot to bring it with you that day /.,NNS NN VBG PRP VBD RB RB HYPH VBN RB JJ DT NN IN NN WP MD RB VB PRP NN NN IN PRP VBD TO VB PRP IN PRP DT NN .
Steve did n't they work for the secretary of agriculture for years and go for like three hundred years /.,NNP VBD RB PRP VB IN DT NNP IN NNP IN NNS CC VB IN UH CD CD NNS .
I think this can only prove Koizumi 's stubbornness .,PRP VBP DT MD RB VB NNP POS NN .
Well it has happened again /.,UH PRP VBZ VBN RB .
And remembering that these officers were not only keeping the peace so to speak and uh responding but they were also victims /.,CC VBG IN DT NNS VBD RB RB VBG DT NN RB TO VB CC UH VBG CC PRP VBD RB NNS .
Thank you very much Senator Norm Coleman of Minnesota a perfect guest for Hardball /.,VBP PRP RB RB NNP NNP NNP IN NNP DT JJ NN IN NNP .
Let me briefly turn to immigration /.,VB PRP RB VB IN NN .
We 'll be right back /.,PRP MD VB RB RB .
Well well /-,UH UH .
and he is not alone /.,CC PRP VBZ RB JJ .
Uh-huh .,UH .
"but now what he 's done , he 's protected those parks where no one absolutely nobody 's allowed to go inside the park boundaries now /.","CC RB WP PRP VBZ VBN , PRP VBZ VBN DT NNS WRB DT NN RB NN VBZ VBN TO VB IN DT NN NNS RB ."
Are you off now /?,VBP PRP RB RB .
But for the people we have we got to mainstream them and keep this workforce going because that 's important for agribusiness and business /.,CC IN DT NNS PRP VBP PRP VBP TO VB PRP CC VB DT NN VBG IN DT VBZ JJ IN NN CC NN .
If I 'm out of town and there is a crisis husband number two calls husband number one /.,IN PRP VBP IN IN NN CC EX VBZ DT NN NN NN CD VBZ NN NN CD .
"In looking at men of prominence like Rumsfeld who revolve in and out of the private sector , the Washington media almost invariably adopts the press - release or booster business - page version of events from what inside - the - Beltway types call `` the real world . ''","IN VBG IN NNS IN NN IN NNP WP VBP IN CC IN IN DT JJ NN , DT NNP NNS RB RB VBZ DT NN HYPH NN CC NN NN HYPH NN NN IN NNS IN WP IN HYPH DT HYPH NNP NNS VBP `` DT JJ NN . ''"
our armed forces are better than they 've ever been /.,PRP$ JJ NNS VBP JJR IN PRP VBP RB VBN .
Do you know anything more about that /?,VBP PRP VB NN JJR IN DT .
"So , right now , another important question is how exactly people in Japan view Koizumi 's diplomatic or internal policies , Professor Jin ?","RB , RB RB , DT JJ NN VBZ WRB RB NNS IN NNP VBP NNP POS JJ CC JJ NNS , NNP NNP ."
Ca n't have that /.,MD RB VB DT .
And again um everyone will have their day in court /.,CC RB UH NN MD VB PRP$ NN IN NN .
but I have noticed this past week Scott McClellan saying the White House Press Secretary you know we 're not blaming the media for the war in Iraq /.,CC PRP VBP VBN DT JJ NN NNP NNP VBG DT NNP NNP NNP NNP PRP VBP PRP VBP RB VBG DT NNS IN DT NN IN NNP .
Now apart from the handful of law professors and legal scholars almost all of those who at this time are claiming she 's not qualified are just looking for an excuse /.,UH RB IN DT NN IN NN NNS CC JJ NNS RB DT IN DT WP IN DT NN VBP VBG PRP VBZ RB JJ VBP RB VBG IN DT NN .
Well let me help you get off the /-,UH VB PRP VB PRP VB IN DT .
but why do n't they admit they broke the rules before so the new drug test will be found to be positive because of previous use /.,CC WRB VBP RB PRP VB PRP VBD DT NNS RB IN DT JJ NN NN MD VB VBN TO VB JJ IN IN JJ NN .
Well it certainly should be investigated /.,UH PRP RB MD VB VBN .
Appreciate it /.,VBP PRP .
but the German army wanted to kill /.,CC DT JJ NN VBD TO VB .
I agree with much of what Alan says /.,PRP VBP IN JJ IN WP NNP VBZ .
here 's Lieutenant Dave Binelli the president of the Police Association of New Orleans /.,RB VBZ NNP NNP NNP DT NN IN DT NNP NNP IN NNP NNP .
Is that blood on his shirt /?,VBZ DT NN IN PRP$ NN .
The one exception to his involuntary Reagan - era exile from government would be a stint in 1983 as special presidential envoy to the Middle East .,DT CD NN IN PRP$ JJ NNP HYPH NN NN IN NN MD VB DT NN IN CD IN JJ JJ NN IN DT NNP NNP .
it 's a wake - up call with a message /.,PRP VBZ DT VB HYPH RP NN IN DT NN .
All these must be properly resolved before the relations between the two countries can improve .,PDT DT MD VB RB VBN IN DT NNS IN DT CD NNS MD VB .
There always has but not in the degree not in the level not in the amount that we have seen /.,EX RB VBZ CC RB IN DT NN RB IN DT NN RB IN DT NN WDT PRP VBP VBN .
and you know I went bankrupt /.,CC PRP VBP PRP VBD JJ .
and I think he 's got to just have his eyes closed to what the reality is over there /.,CC PRP VBP PRP VBZ VBN TO RB VB PRP$ NNS VBN IN WP DT NN VBZ RB RB .
Uh-huh .,UH .
"A senior official from the United Arab Emirates tells CNN Saddam Hussein was ready to accept exile there to avoid war but then just days before war broke out , Saddam 's demands were not met and the deal fell through /.","DT JJ NN IN DT NNP NNP NNPS VBZ NNP NNP NNP VBD JJ TO VB NN RB TO VB NN CC RB RB NNS IN NN VBD RP , NNP POS NNS VBD RB VBN CC DT NN VBD RP ."
And we have to know more about how he thinks on issues /.,CC PRP VBP TO VB JJR IN WRB PRP VBZ IN NNS .
The cost of the war the budget director of the White House said it 'd be fifty billion dollars /.,DT NN IN DT NN DT NN NN IN DT NNP NNP VBD PRP MD VB CD CD NNS .
Edgar Medina read the books and says Williams convinced him to stay in school /.,NNP NNP VBD DT NNS CC VBZ NNP VBD PRP TO VB IN NN .
Back with more calls for Linda Hamilton /.,RB IN JJR NNS IN NNP NNP .
It 's really a joke if you think about it /.,PRP VBZ RB DT NN IN PRP VBP IN PRP .
And can you agree on the fix /?,CC MD PRP VB IN DT NN .
Dana how do you plead /?,NNP WRB VBP PRP VB .
There is no excuse for officers not maintaining the high standards of this agency and serving this public /.,EX VBZ DT NN IN NNS RB VBG DT JJ NNS IN DT NN CC VBG DT NN .
The retail giant gets most of its merchandise from outside the United States in places like Honduras and Bangladesh where according to the film workers make as little as fifteen cents an hour and work seven days a week /.,DT JJ NN VBZ JJS IN PRP$ NN IN IN DT NNP NNP IN NNS IN NNP CC NNP WRB VBG IN DT NN NNS VBP RB JJ IN CD NNS DT NN CC VBP CD NNS DT NN .
Another one could be our permanent enemy /.,DT NN MD VB PRP$ JJ NN .
Of course it does /.,RB RB PRP VBZ .
All right I 'm going to ask you about um any eye contact interaction uh between the family members and Darryl Littlejohn in a moment /.,RB RB PRP VBP VBG TO VB PRP IN UH DT NN NN NN UH IN DT NN NNS CC NNP NNP IN DT NN .
So who did you turn to /?,RB WP VBD PRP VB IN .
"So , it has been an onlooker to the fighting among eastern Asian countries .","RB , PRP VBZ VBN DT NN IN DT NN IN JJ JJ NNS ."
The judgement that has not proven to be wrong uh Tim is that the region is changing in fundemental ways and the region is better without Saddam Hussein /.,DT NN WDT VBZ RB VBN TO VB JJ UH NNP VBZ IN DT NN VBZ VBG IN JJ NNS CC DT NN VBZ JJR IN NNP NNP .
President Bush 's recess appointment of John Bolton as UN ambassador may be controversial among Democrats /.,NNP NNP POS NN NN IN NNP NNP IN NNP NN MD VB JJ IN NNS .
Late Edition will be right back /.,NNP NNP MD VB RB RB .
so it would be waiting for him when he came home at night /.,RB PRP MD VB VBG IN PRP WRB PRP VBD RB IN NN .
I want the richness the smell the color the whole thing /.,PRP VBP DT NN DT NN DT NN DT JJ NN .
This is Hardball only on msnbc /.,DT VBZ NNP RB IN NNP .
and I think that the words that should be banned from this English language are you should do this or you should never do that /.,CC PRP VBP IN DT NNS WDT MD VB VBN IN DT JJ NN VBP PRP MD VB DT CC PRP MD RB VB DT .
He 's a judge /.,PRP VBZ DT NN .
Also in the state of New Jersey John Corzine the democrat with fifty - four percent of the vote right now beating Doug Forrester the republican just forty - three percent /.,RB IN DT NN IN NNP NNP NNP NNP DT NNP IN CD HYPH CD NN IN DT NN RB RB VBG NNP NNP DT NNP RB CD HYPH CD NN .
